MATERIALIZATION,DBT_CLOUD_PROJECT_ID,DBT_CLOUD_JOB_ID,DBT_JOB_NAME,MODEL_NAME,JOB_TYPE,TRIGGERS_SCHEDULE,DEACTIVATED,SCHEDULE_CRON,NEXT_RUN,CRON_HUMANIZED,SCHEDULE_TIME_TYPE,DBT_CLOUD_RUN_ID,DBT_CLOUD_RUN_REASON,LATEST_RUN_STARTED_AT,LATEST_COMPILE_STARTED_AT,LATEST_QUERY_COMPLETED_AT,STATUS,TOTAL_NODE_RUNTIME,ROWS_AFFECTED,MESSAGE
view,205856,499360,,VIEW_RUN_STATISTICS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:12:42.807052Z,2024-01-30T22:12:50.647854Z,2024-01-30T22:12:51.398765Z,success,0.9118881226,1,SUCCESS 1
view,205856,499360,,VIEW_CASE_COMMENT_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:49.129698Z,2024-01-30T22:11:49.77177Z,success,0.8307070732,1,SUCCESS 1
view,205856,499360,,VIEW_CASE_USER_METRICS_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:12:16.100174Z,2024-01-30T22:12:17.077053Z,success,1.146975517,1,SUCCESS 1
view,205856,499360,,VIEW_CASE_METRIC_DETAIL_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:12:13.928536Z,2024-01-30T22:12:14.673599Z,success,0.9307367802,1,SUCCESS 1
incremental,205856,499360,,FACT_CASE_METRICS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:50.939276Z,2024-01-30T22:12:12.384231Z,success,21.633005857,1568,SUCCESS 1568
incremental,205856,499360,,FACT_CASE_MILESTONE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:31.09285Z,2024-01-30T22:11:41.790811Z,success,10.935169697,179,SUCCESS 179
view,205856,499360,,FACT_CASE_USER_METRICS_LIVE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:12:13.908849Z,2024-01-30T22:12:14.831952Z,success,1.102361441,1,SUCCESS 1
view,205856,499360,,VIEW_JIRA_CASE_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:41.967076Z,2024-01-30T22:11:42.88613Z,success,1.081635952,1,SUCCESS 1
view,205856,499360,,FACT_CASE_MILESTONE_CONSOLIDATED,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:49.964724Z,2024-01-30T22:11:50.641013Z,success,0.9699363708,1,SUCCESS 1
view,205856,499360,,VIEW_CASE_ARTICLE_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:48.299991Z,2024-01-30T22:11:48.955608Z,success,0.8254702091,1,SUCCESS 1
incremental,205856,499360,,FACT_CASE_MILESTONE_CSOD,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:35.881105Z,2024-01-30T22:11:40.273894Z,success,4.565500975,0,SUCCESS 0
incremental,205856,499360,,FACT_CASE_HISTORY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:31.06115Z,2024-01-30T22:11:36.782742Z,success,5.935901642,224,SUCCESS 224
incremental,205856,499360,,FACT_CASE_TEAM_MEMBER,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:40.451153Z,2024-01-30T22:11:45.376532Z,success,5.082974195,3,SUCCESS 3
incremental,205856,499360,,FACT_QUALITY_REVIEW,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:41.167972Z,2024-01-30T22:11:46.515493Z,success,5.533861399,1,SUCCESS 1
incremental,205856,499360,,FACT_CASE_COMMENT,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:31.039899Z,2024-01-30T22:11:36.264327Z,success,5.405483484,110,SUCCESS 110
view,205856,499360,,FACT_CASE_USER_METRICS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:12:15.013119Z,2024-01-30T22:12:15.93051Z,success,1.082179785,1,SUCCESS 1
view,205856,499360,,VIEW_CASE_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:12:13.914899Z,2024-01-30T22:12:14.800223Z,success,1.059575081,1,SUCCESS 1
incremental,205856,499360,,FACT_CASE_SURVEY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:36.966575Z,2024-01-30T22:11:42.364354Z,success,5.666394711,2,SUCCESS 2
incremental,205856,499360,,FACT_CASE_MILESTONE_SABA,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:36.435324Z,2024-01-30T22:11:40.986483Z,success,4.728084087,0,SUCCESS 0
incremental,205856,499360,,FACT_CASE_ARTICLE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:11:22.974553Z,2024-01-30T22:11:31.029681Z,2024-01-30T22:11:35.695364Z,success,4.851911306,11,SUCCESS 11
incremental,205856,499360,,FACT_CASE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:29.294372Z,2024-01-30T22:10:55.610273Z,success,26.538229942,1,SUCCESS 1
table,205856,499360,,FACT_JIRA_TICKET,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:39.925829Z,2024-01-30T22:10:44.224142Z,success,4.461719513,1,SUCCESS 1
incremental,205856,499360,,FACT_JIRA_TICKET_ZS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:32.949196Z,2024-01-30T22:10:36.587974Z,success,3.822295904,1,SUCCESS 1
incremental,205856,499360,,DIM_OPPORTUNITY_TEAM_MEMBER,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:29.263528Z,2024-01-30T22:10:36.303383Z,success,7.2181952,1,SUCCESS 1
incremental,205856,499360,,FACT_JIRA_TICKET_CSX,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:32.430469Z,2024-01-30T22:10:38.715803Z,success,6.463510275,1,SUCCESS 1
view,205856,499360,,STG_ZSFJIRA_ZISSUE_SF,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:31.614727Z,2024-01-30T22:10:32.232682Z,success,0.8112716675,1,SUCCESS 1
incremental,205856,499360,,DIM_ACCOUNT_TEAM_MEMBER,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:29.248086Z,2024-01-30T22:10:32.770581Z,success,3.700915337,1,SUCCESS 1
view,205856,499360,,STG_SF_JIRA_TICKET_ZS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:30.666754Z,2024-01-30T22:10:31.426047Z,success,0.9437925816,1,SUCCESS 1
view,205856,499360,,STG_SF_JIRA_TICKET,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:10:20.909623Z,2024-01-30T22:10:29.411965Z,2024-01-30T22:10:30.414645Z,success,1.416367531,1,SUCCESS 1
view,205856,499360,,SFDC_FORMULA_OPPORTUNITY_PARTNER,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:38.312878Z,2024-01-30T22:03:39.665813Z,success,1.527244091,1,SUCCESS 1
incremental,205856,499360,,DIM_RFP_TEAM_SECONDARY_WRITER_4,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:24.164829Z,2024-01-30T22:04:26.755728Z,success,2.771133184,14,SUCCESS 14
incremental,205856,499360,,DIM_CAMPAIGN_MEMBER_STATUS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:05:15.829898Z,2024-01-30T22:05:19.020468Z,success,3.363060474,8,SUCCESS 8
incremental,205856,499360,,DIM_CASE_PRODUCT_SUB_CATEGORY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:05:49.727391Z,2024-01-30T22:05:52.974891Z,success,3.451128244,946,SUCCESS 946
view,205856,499360,,VIEW_FACT_CAMPAIGN_MEMBER_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:09:28.886136Z,2024-01-30T22:09:30.538554Z,success,1.938228369,1,SUCCESS 1
incremental,205856,499360,,FACT_QUOTE_LINE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:07:24.634049Z,2024-01-30T22:07:34.863296Z,success,10.398442745,2668,SUCCESS 2668
view,205856,499360,,VIEW_OPPORTUNITY_PARTNER_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:08:38.748873Z,2024-01-30T22:08:39.358143Z,success,0.8661389351,1,SUCCESS 1
view,205856,499360,,VW_PRODUCT_CHURN_INCREMENT_METRICS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:09:44.817369Z,2024-01-30T22:09:45.648212Z,success,1.009529114,1,SUCCESS 1
view,205856,499360,,VIEW_OPPORTUNITY_QUOTA_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:08:42.421096Z,2024-01-30T22:08:43.407051Z,success,1.150891304,1,SUCCESS 1
incremental,205856,499360,,DIM_CAMPAIGN_STATUS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:59.028596Z,2024-01-30T22:04:02.328053Z,success,3.468622208,4,SUCCESS 4
view,205856,499360,,VIEW_ACCOUNT_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:07:07.234559Z,2024-01-30T22:07:08.364061Z,success,1.288652658,1,SUCCESS 1
incremental,205856,499360,,FACT_INFLUENCE_DETAIL,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:09:28.879956Z,2024-01-30T22:09:50.497388Z,success,21.815007925,70122,SUCCESS 70122
incremental,205856,499360,,FACT_CONTRACT,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:08:46.931494Z,2024-01-30T22:09:01.819809Z,success,15.076663017,40,SUCCESS 40
table,205856,499360,,FACT_ORDER_PARENT_ORDER_XREF,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:08:26.399348Z,2024-01-30T22:08:28.352396Z,success,2.109737873,1,SUCCESS 1
table,205856,499360,,STG_PROJECT_ASSOCIATION,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:51.451366Z,2024-01-30T22:03:52.938373Z,success,1.668894291,1,SUCCESS 1
view,205856,499360,,SFDC_FORMULA_CASE_COMMENT,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:28.434422Z,2024-01-30T22:03:30.841608Z,success,2.606239557,1,SUCCESS 1
view,205856,499360,,VIEW_RFP_TEAM_WRITER_ACTIVITY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:08:44.579733Z,2024-01-30T22:08:45.260355Z,success,0.8604810238,1,SUCCESS 1
incremental,205856,499360,,DIM_RFP_TEAM_SECONDARY_WRITER_1,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:21.018214Z,2024-01-30T22:04:23.985641Z,success,3.144179821,14,SUCCESS 14
incremental,205856,499360,,DIM_CASE_CHANNEL,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:00.662145Z,2024-01-30T22:04:03.814865Z,success,3.332668066,5,SUCCESS 5
view,205856,499360,,STG_SF_PRODUCT,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:39.629717Z,2024-01-30T22:04:40.425365Z,success,0.9667050838,1,SUCCESS 1
view,205856,499360,,VIEW_PRODUCT_CHURN_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:09:44.806186Z,2024-01-30T22:09:45.710319Z,success,1.083173513,1,SUCCESS 1
view,205856,499360,,VIEW_CAMPAIGN_LEAD_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:09:30.82199Z,2024-01-30T22:09:31.785875Z,success,1.120299816,1,SUCCESS 1
incremental,205856,499360,,DIM_QUOTE_STATUS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:17.864916Z,2024-01-30T22:04:20.706896Z,success,3.139998198,8,SUCCESS 8
incremental,205856,499360,,DIM_QUOTE_LINE_CONSUMPTION_SCHEDULE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:07:05.122506Z,2024-01-30T22:07:07.936298Z,success,2.988484621,0,SUCCESS 0
incremental,205856,499360,,DIM_FORECAST_CATEGORY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:09.492782Z,2024-01-30T22:04:12.019972Z,success,2.693310738,6,SUCCESS 6
view,205856,499360,,DIM_ENHANCED_DATE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:31.687539Z,2024-01-30T22:04:32.855342Z,success,1.340539455,1,SUCCESS 1
view,205856,499360,,VIEW_FACT_RFP_TEAM_REQUEST_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:08:43.57615Z,2024-01-30T22:08:44.243018Z,success,0.9221153259,1,SUCCESS 1
incremental,205856,499360,,FACT_QUOTE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:07:08.526799Z,2024-01-30T22:07:22.885476Z,success,14.523633718,208,SUCCESS 208
incremental,205856,499360,,DIM_CONTRACT,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:06:02.904788Z,2024-01-30T22:06:10.14453Z,success,7.517051697,2,SUCCESS 2
view,205856,499360,,STG_SF_LEAD,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:35.890681Z,2024-01-30T22:04:36.87059Z,success,1.200789928,1,SUCCESS 1
view,205856,499360,,SFDC_FORMULA_ORDER_ITEM,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:39.3355Z,2024-01-30T22:03:40.562814Z,success,1.404481649,1,SUCCESS 1
view,205856,499360,,STG_DBT__MODEL_EXECUTIONS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:43.791672Z,2024-01-30T22:04:44.44757Z,success,0.8420481682,1,SUCCESS 1
view,205856,499360,,STG_INFLUENCE_DETAIL,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:35.678925Z,2024-01-30T22:04:36.376046Z,success,0.874273777,1,SUCCESS 1
view,205856,499360,,STG_SF_PRICEBOOK,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:38.531026Z,2024-01-30T22:04:39.138702Z,success,0.7802348137,1,SUCCESS 1
view,205856,499360,,STG_SF_OPPORTUNITY_LINE_ITEM,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:37.131143Z,2024-01-30T22:04:37.791157Z,success,0.8285112381,1,SUCCESS 1
view,205856,499360,,STG_SF_CAMPAIGN_MEMBER_STATUS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:31.024517Z,2024-01-30T22:04:32.758472Z,success,1.959878445,1,SUCCESS 1
table,205856,499360,,STG_TIMESHEET_SUBMISSION,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:55.982175Z,2024-01-30T22:03:58.857822Z,success,3.042140722,1,SUCCESS 1
incremental,205856,499360,,DIM_ORDER_CANCELLATION_REASON,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:14.492629Z,2024-01-30T22:04:17.70015Z,success,3.367547989,5,SUCCESS 5
view,205856,499360,,SFDC_FORMULA_CASE_HISTORY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:29.897825Z,2024-01-30T22:03:31.526813Z,success,1.786349058,1,SUCCESS 1
view,205856,499360,,STG_SF_SBQQ_QUOTE_LINE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:41.458986Z,2024-01-30T22:04:42.504979Z,success,1.230704308,1,SUCCESS 1
incremental,205856,499360,,DIM_CASE_TEAM_ROLE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:05:16.182254Z,2024-01-30T22:05:18.997207Z,success,2.995017529,0,SUCCESS 0
view,205856,499360,,STG_SF_OPPORTUNITY_SPLIT_TYPE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:55.459861Z,2024-01-30T22:03:56.126781Z,success,0.8451607227,1,SUCCESS 1
view,205856,499360,,SFDC_FORMULA_SBQQ_QUOTE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:45.732354Z,2024-01-30T22:03:51.030796Z,success,5.461287975,1,SUCCESS 1
incremental,205856,499360,,DIM_CAMPAIGN_TYPE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:59.282342Z,2024-01-30T22:04:02.530363Z,success,3.412464619,10,SUCCESS 10
view,205856,499360,,SFDC_FORMULA_OPPORTUNITY_LINE_ITEM,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:37.807442Z,2024-01-30T22:03:39.156093Z,success,1.529036045,1,SUCCESS 1
incremental,205856,499360,,DIM_RFP_TEAM_SECONDARY_WRITER_3,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:21.964163Z,2024-01-30T22:04:24.559637Z,success,2.788437366,14,SUCCESS 14
incremental,205856,499360,,DIM_PRICEBOOK,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:05:23.761399Z,2024-01-30T22:05:27.296307Z,success,3.709715366,0,SUCCESS 0
view,205856,499360,,SFDC_FORMULA_CASE_ARTICLE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:27.51141Z,2024-01-30T22:03:28.886144Z,success,2.447744608,1,SUCCESS 1
incremental,205856,499360,,DIM_DIVISION,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:08.863631Z,2024-01-30T22:04:11.552177Z,success,2.85688591,4,SUCCESS 4
view,205856,499360,,SFDC_FORMULA_RECORD_TYPE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:44.286002Z,2024-01-30T22:03:45.565016Z,success,1.441883802,1,SUCCESS 1
incremental,205856,499360,,DIM_OPPORTUNITY_STAGE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:11.72491Z,2024-01-30T22:04:14.668661Z,success,3.119150639,10,SUCCESS 10
view,205856,499360,,STG_SF_ORDER_ITEM,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:37.522265Z,2024-01-30T22:04:38.355737Z,success,1.004403114,1,SUCCESS 1
incremental,205856,499360,,DIM_QUOTE_TERM,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:05:24.993406Z,2024-01-30T22:05:28.544568Z,success,3.748883486,0,SUCCESS 0
view,205856,499360,,STG_SF_GROUP,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:35.440833Z,2024-01-30T22:04:36.18666Z,success,0.9076297283,1,SUCCESS 1
view,205856,499360,,STG_SF_CASE_COMMENT,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:33.041382Z,2024-01-30T22:04:33.795594Z,success,0.9350941181,1,SUCCESS 1
view,205856,499360,,VIEW_OPPORTUNITY_ORDER_DS,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:09:12.948107Z,2024-01-30T22:09:13.852383Z,success,1.084436655,1,SUCCESS 1
view,205856,499360,,SFDC_FORMULA_CASE_SURVEY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:29.965984Z,2024-01-30T22:03:31.553317Z,success,1.762717485,1,SUCCESS 1
incremental,205856,499360,,DIM_SUB_DIVISION,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:24.757036Z,2024-01-30T22:04:27.574379Z,success,2.98029542,18,SUCCESS 18
view,205856,499360,,STG_SF_PRICEBOOK_ENTRY,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:39.040304Z,2024-01-30T22:04:39.749144Z,success,0.8834946156,1,SUCCESS 1
incremental,205856,499360,,DIM_PRODUCT_OPTION,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:07:08.042928Z,2024-01-30T22:07:11.767748Z,success,3.897950172,4,SUCCESS 4
table,205856,499360,,STG_PROJECT,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:51.420906Z,2024-01-30T22:03:54.380567Z,success,3.150929451,1,SUCCESS 1
incremental,205856,499360,,DIM_ORDER_TYPE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:04:14.848361Z,2024-01-30T22:04:17.747986Z,success,3.073801279,6,SUCCESS 6
incremental,205856,499360,,DIM_LOCATION,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:06:50.381907Z,2024-01-30T22:07:00.574219Z,success,10.424832344,9,SUCCESS 9
view,205856,499360,,SFDC_FORMULA_CASE_TEAM_ROLE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:31.68931Z,2024-01-30T22:03:33.476397Z,success,1.969282627,1,SUCCESS 1
view,205856,499360,,SFDC_FORMULA_CONSUMPTION_SCHEDULE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:31.747294Z,2024-01-30T22:03:33.654925Z,success,2.106305361,1,SUCCESS 1
view,205856,499360,,SFDC_FORMULA_MILESTONE_TYPE,,,,,,,,246572821,Triggered via Apache Airflow in the example_fivetran_dbt_dag DAG,2024-01-30T22:03:02.532021Z,2024-01-30T22:03:36.848868Z,2024-01-30T22:03:38.134718Z,success,1.457410097,1,SUCCESS 1
